Uniprot ID,Description,Gene name,Log2(average_P/S)
Q86TN4,tRNA 2'-phosphotransferase 1 OS=Homo sapiens OX=9606 GN=TRPT1 PE=1 SV=2,TRPT1,-2.780245723
Q9Y5J5,Pleckstrin homology-like domain family A member 3 OS=Homo sapiens OX=9606 GN=PHLDA3 PE=1 SV=1,PHLDA3,-2.785545817
Q9Y5X2,Sorting nexin-8 OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1,SNX8,-2.793242199
P21291,Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3,CSRP1,-2.793909509
Q96MW5,Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens OX=9606 GN=COG8 PE=1 SV=2,COG8,-2.796237959
Q9NSB8,Homer protein homolog 2 OS=Homo sapiens OX=9606 GN=HOMER2 PE=1 SV=1,HOMER2,-2.797210544
Q9UI43,"rRNA methyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=MRM2 PE=1 SV=1",FTSJ2; MRM2,-2.807747384
Q9NZP5,Olfactory receptor 5AC2 OS=Homo sapiens OX=9606 GN=OR5AC2 PE=3 SV=2,OR5AC2,-2.81219078
Q9UPY6,Wiskott-Aldrich syndrome protein family member 3 OS=Homo sapiens OX=9606 GN=WASF3 PE=1 SV=2,WASF3,-2.818143832
Q9H5Q4,"Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TFB2M PE=1 SV=1",TFB2M,-2.820711794
Q13951,Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2,CBFB,-2.823856986
O75116,Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4,ROCK2,-2.827048545
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",NAA15,-2.829232263
Q7Z3B4,Nucleoporin p54 OS=Homo sapiens OX=9606 GN=NUP54 PE=1 SV=2,NUP54,-2.836063088
P09382,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,LGALS1,-2.837892557
Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Homo sapiens OX=9606 GN=PDK2 PE=1 SV=2",PDK2,-2.844451151
O75718,Cartilage-associated protein OS=Homo sapiens OX=9606 GN=CRTAP PE=1 SV=1,CRTAP,-2.848463524
O95347,Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2,SMC2,-2.858960325
Q70J99,Protein unc-13 homolog D OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=1,UNC13D,-2.861898875
Q9P2K1,Coiled-coil and C2 domain-containing protein 2A OS=Homo sapiens OX=9606 GN=CC2D2A PE=1 SV=3,CC2D2A,-2.869300923
Q9NNX1,Tuftelin OS=Homo sapiens OX=9606 GN=TUFT1 PE=1 SV=1,TUFT1,-2.873442913
Q9NRG0,Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,CHRAC1,-2.874560524
P55055,Oxysterols receptor LXR-beta OS=Homo sapiens OX=9606 GN=NR1H2 PE=1 SV=2,NR1H2,-2.880976258
P22670,MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,RFX1,-2.883046965
O94782,Ubiquitin carboxyl-terminal hydrolase 1 OS=Homo sapiens OX=9606 GN=USP1 PE=1 SV=1,USP1,-2.884340706
Q9H910,Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1,HN1L; JPT2,-2.894094075
Q8IZP0,Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4,ABI1,-2.899718913
Q13485,Mothers against decapentaplegic homolog 4 OS=Homo sapiens OX=9606 GN=SMAD4 PE=1 SV=1,SMAD4,-2.901570684
Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",PNPT1,-2.902343895
P63010,AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,AP2B1,-2.909517682
Q01085,Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1,TIAL1,-2.918164475
Q9UH62,Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1,ARMCX3,-2.920034027
P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,ENO1,-2.922727794
Q9UNH7,Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,SNX6,-2.924118987
Q96JB2,Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens OX=9606 GN=COG3 PE=1 SV=3,COG3,-2.924809238
P16989,Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4,CSDA; YBX3,-2.931965405
P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,GDI2,-2.935518951
Q02447,Transcription factor Sp3 OS=Homo sapiens OX=9606 GN=SP3 PE=1 SV=3,SP3,-2.939127127
Q9NTJ3,Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2,SMC4,-2.956416302
O14777,Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1,NDC80,-2.957000975
Q9Y6G5,COMM domain-containing protein 10 OS=Homo sapiens OX=9606 GN=COMMD10 PE=1 SV=1,COMMD10,-2.966753274
P53567,CCAAT/enhancer-binding protein gamma OS=Homo sapiens OX=9606 GN=CEBPG PE=1 SV=1,CEBPG,-2.970765584
Q8TEA8,D-aminoacyl-tRNA deacylase 1 OS=Homo sapiens OX=9606 GN=DTD1 PE=1 SV=2,DTD1,-2.975501519
Q9UI12,V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1,ATP6V1H,-2.979852429
O00291,Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5,HIP1,-2.980773826
Q9Y5L4,Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1,TIMM13,-2.987461728
Q7L311,Armadillo repeat-containing X-linked protein 2 OS=Homo sapiens OX=9606 GN=ARMCX2 PE=2 SV=1,ARMCX2,-2.990238403
Q96JY6,PDZ and LIM domain protein 2 OS=Homo sapiens OX=9606 GN=PDLIM2 PE=1 SV=1,PDLIM2,-2.991646429
Q02218,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3",OGDH,-2.992137615
O75175,CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1,CNOT3,-2.994100277
Q9UFW8,CGG triplet repeat-binding protein 1 OS=Homo sapiens OX=9606 GN=CGGBP1 PE=1 SV=2,CGGBP1,-2.996328437
O00487,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,PSMD14,-3.000829163
Q06124,Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3,PTPN11,-3.002902783
P35998,26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,PSMC2,-3.004832299
Q96C36,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1,PYCR2,-3.007208141
Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1",MTHFD1L,-3.007529582
P54619,5'-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens OX=9606 GN=PRKAG1 PE=1 SV=1,PRKAG1,-3.007662267
Q9Y4Z0,U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens OX=9606 GN=LSM4 PE=1 SV=1,LSM4,-3.009538511
P26358,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2,DNMT1,-3.010933986
Q07812,Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1,BAX,-3.013466732
P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,RAD23B,-3.015407701
Q9HBI1,Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1,PARVB,-3.016051596
Q14956,Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=2,GPNMB,-3.016694131
Q15046,Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,KARS,-3.018864363
O00442,RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1,RTCA,-3.022520562
Q9NQ89,Protein C12orf4 OS=Homo sapiens OX=9606 GN=C12orf4 PE=1 SV=1,C12orf4,-3.02959405
P62877,E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1,RBX1,-3.030754611
Q92600,CCR4-NOT transcription complex subunit 9 OS=Homo sapiens OX=9606 GN=CNOT9 PE=1 SV=1,RQCD1; CNOT9,-3.035222251
P48382,DNA-binding protein RFX5 OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1,RFX5,-3.036956575
Q9Y6V0,Protein piccolo OS=Homo sapiens OX=9606 GN=PCLO PE=1 SV=5,,-3.03995569
P22413,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Homo sapiens OX=9606 GN=ENPP1 PE=1 SV=2,ENPP1,-3.041679425
P62312,U6 snRNA-associated Sm-like protein LSm6 OS=Homo sapiens OX=9606 GN=LSM6 PE=1 SV=1,LSM6,-3.043264115
Q86VS8,Protein Hook homolog 3 OS=Homo sapiens OX=9606 GN=HOOK3 PE=1 SV=2,HOOK3,-3.044278121
Q5VV52,Zinc finger protein 691 OS=Homo sapiens OX=9606 GN=ZNF691 PE=1 SV=2,,-3.050190296
Q9H4B0,"Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OSGEPL1 PE=2 SV=2",OSGEPL1,-3.05373989
Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1,ANP32E,-3.055979105
Q8IUF8,Ribosomal oxygenase 2 OS=Homo sapiens OX=9606 GN=RIOX2 PE=1 SV=1,MINA; RIOX2,-3.058190962
P15586,N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3,GNS,-3.061954004
Q14919,Dr1-associated corepressor OS=Homo sapiens OX=9606 GN=DRAP1 PE=1 SV=3,DRAP1,-3.062466489
P62333,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,PSMC6,-3.062911099
Q9NTZ6,RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1,RBM12,-3.064324788
P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2",IARS,-3.071165905
Q8IYM9,E3 ubiquitin-protein ligase TRIM22 OS=Homo sapiens OX=9606 GN=TRIM22 PE=1 SV=1,TRIM22,-3.074821657
Q15528,Mediator of RNA polymerase II transcription subunit 22 OS=Homo sapiens OX=9606 GN=MED22 PE=1 SV=2,MED22,-3.084076056
Q5VTR2,E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens OX=9606 GN=RNF20 PE=1 SV=2,RNF20,-3.085756231
P85037,Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,FOXK1,-3.086526869
Q8IY57,YY1-associated factor 2 OS=Homo sapiens OX=9606 GN=YAF2 PE=1 SV=3,YAF2,-3.087100262
O15091,Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=PRORP PE=1 SV=2,KIAA0391,-3.089351647
Q9UK41,Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens OX=9606 GN=VPS28 PE=1 SV=1,VPS28,-3.090188412
P46063,ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,RECQL,-3.100227369
Q08188,Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4,TGM3,-3.102530312
Q9NUQ3,Gamma-taxilin OS=Homo sapiens OX=9606 GN=TXLNG PE=1 SV=2,TXLNG,-3.112303614
Q96PU8,Protein quaking OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1,QKI,-3.117852413
O14519,Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1,CDK2AP1,-3.119439073
Q9BTA9,WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=3,WAC,-3.122852723
O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,USO1,-3.139097911
Q8N488,RING1 and YY1-binding protein OS=Homo sapiens OX=9606 GN=RYBP PE=1 SV=2,RYBP,-3.141548127
P35659,Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1,DEK,-3.144510851
P26196,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,DDX6,-3.145329601
Q9UIV1,CCR4-NOT transcription complex subunit 7 OS=Homo sapiens OX=9606 GN=CNOT7 PE=1 SV=3,CNOT7,-3.145463367
P29372,DNA-3-methyladenine glycosylase OS=Homo sapiens OX=9606 GN=MPG PE=1 SV=3,MPG,-3.145673884
P53680,AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2,AP2S1,-3.155463392
Q9NTJ4,Alpha-mannosidase 2C1 OS=Homo sapiens OX=9606 GN=MAN2C1 PE=1 SV=1,MAN2C1,-3.156622365
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens OX=9606 GN=MCAT PE=1 SV=2",MCAT,-3.1598747
O43617,Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1,TRAPPC3,-3.168972312
O75448,Mediator of RNA polymerase II transcription subunit 24 OS=Homo sapiens OX=9606 GN=MED24 PE=1 SV=1,MED24,-3.171892685
P20618,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,PSMB1,-3.172471739
Q5VSY0,G kinase-anchoring protein 1 OS=Homo sapiens OX=9606 GN=GKAP1 PE=1 SV=2,GKAP1,-3.172985191
Q7Z3J2,VPS35 endosomal protein-sorting factor-like OS=Homo sapiens OX=9606 GN=VPS35L PE=1 SV=2,C16orf62,-3.1759549
Q96EK5,KIF-binding protein OS=Homo sapiens OX=9606 GN=KIFBP PE=1 SV=1,KIAA1279; KIF1BP,-3.176124252
P15927,Replication protein A 32 kDa subunit OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1,RPA2,-3.176248644
Q3MHD2,Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2,LSM12; LSM12P1,-3.177137797
P41223,Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2,BUD31,-3.177441185
Q96E29,"Transcription termination factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF3 PE=1 SV=2",MTERFD1; MTERF3,-3.183734649
Q13123,Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3,IK,-3.188915992
Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,PCBP2,-3.19010233
Q9P0K8,Forkhead box protein J2 OS=Homo sapiens OX=9606 GN=FOXJ2 PE=1 SV=1,FOXJ2,-3.193586589
Q9UNS2,COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3,COPS3,-3.198921963
Q8IVM0,Coiled-coil domain-containing protein 50 OS=Homo sapiens OX=9606 GN=CCDC50 PE=1 SV=1,CCDC50,-3.203995248
P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,ATP6V1A,-3.205342988
P21281,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3",ATP6V1B2,-3.205395359
Q86W34,Archaemetzincin-2 OS=Homo sapiens OX=9606 GN=AMZ2 PE=1 SV=2,AMZ2,-3.206237054
O43837,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2",IDH3B,-3.215237577
P19793,Retinoic acid receptor RXR-alpha OS=Homo sapiens OX=9606 GN=RXRA PE=1 SV=1,RXRA,-3.217081161
Q8TB22,Spermatogenesis-associated protein 20 OS=Homo sapiens OX=9606 GN=SPATA20 PE=2 SV=3,SPATA20,-3.217270714
Q8N2Z9,Centromere protein S OS=Homo sapiens OX=9606 GN=CENPS PE=1 SV=1,APITD1; CENPS; APITD1-CORT; CENPS-CORT,-3.217309426
Q9Y2Q3,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3,GSTK1,-3.219435358
Q8TB37,Iron-sulfur protein NUBPL OS=Homo sapiens OX=9606 GN=NUBPL PE=1 SV=3,NUBPL,-3.224040341
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",DLD,-3.224570034
P63244,Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3,GNB2L1; RACK1,-3.233063364
Q9Y6W5,Wiskott-Aldrich syndrome protein family member 2 OS=Homo sapiens OX=9606 GN=WASF2 PE=1 SV=3,WASF2,-3.238810168
P50454,Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2,SERPINH1,-3.241694277
O15460,Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1,P4HA2,-3.243199278
Q86X83,COMM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=COMMD2 PE=1 SV=2,COMMD2,-3.244013272
Q8NHV4,Protein NEDD1 OS=Homo sapiens OX=9606 GN=NEDD1 PE=1 SV=1,NEDD1,-3.244287583
P43246,DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1,MSH2,-3.245441664
O43809,Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1,NUDT21,-3.246466396
Q8N3F8,MICAL-like protein 1 OS=Homo sapiens OX=9606 GN=MICALL1 PE=1 SV=2,MICALL1,-3.247653405
O00429,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,DNM1L,-3.252396983
Q9UBN4,Short transient receptor potential channel 4 OS=Homo sapiens OX=9606 GN=TRPC4 PE=1 SV=1,TRPC4,-3.278130102
Q15404,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,RSU1,-3.283205724
P00367,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2",GLUD1,-3.290984463
Q13077,TNF receptor-associated factor 1 OS=Homo sapiens OX=9606 GN=TRAF1 PE=1 SV=1,TRAF1,-3.291511309
P41240,Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1,CSK,-3.305321542
P01033,Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1,TIMP1,-3.30601568
Q8TDX7,Serine/threonine-protein kinase Nek7 OS=Homo sapiens OX=9606 GN=NEK7 PE=1 SV=1,NEK7,-3.314152835
P40222,Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3,TXLNA,-3.319819885
Q92879,CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2,CELF1,-3.320837695
Q9NXR8,Inhibitor of growth protein 3 OS=Homo sapiens OX=9606 GN=ING3 PE=1 SV=2,ING3,-3.322451688
P07602,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2,PSAP,-3.322557028
Q8TAV0,Protein FAM76A OS=Homo sapiens OX=9606 GN=FAM76A PE=2 SV=1,FAM76A,-3.324094041
Q9BRJ7,Tudor-interacting repair regulator protein OS=Homo sapiens OX=9606 GN=NUDT16L1 PE=1 SV=1,NUDT16L1,-3.331422211
Q12996,Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1,CSTF3,-3.333499444
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,P4HB,-3.334459371
P50479,PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,PDLIM4,-3.334676733
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,LDHA,-3.337817482
P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,RPSA,-3.340345997
Q9HBM1,Kinetochore protein Spc25 OS=Homo sapiens OX=9606 GN=SPC25 PE=1 SV=1,SPC25,-3.340467876
Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3,RAPH1,-3.343254652
Q53LP3,Ankyrin repeat domain-containing protein SOWAHC OS=Homo sapiens OX=9606 GN=SOWAHC PE=1 SV=1,SOWAHC,-3.343773135
O14713,Integrin beta-1-binding protein 1 OS=Homo sapiens OX=9606 GN=ITGB1BP1 PE=1 SV=1,ITGB1BP1,-3.346021691
Q8WXW3,Progesterone-induced-blocking factor 1 OS=Homo sapiens OX=9606 GN=PIBF1 PE=1 SV=2,PIBF1,-3.346943396
P82979,SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3,SARNP,-3.347522696
O60551,Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens OX=9606 GN=NMT2 PE=1 SV=1,NMT2,-3.350113659
Q9H267,Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2,VPS33B,-3.352814804
O00232,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3,PSMD12,-3.355805497
O75923,Dysferlin OS=Homo sapiens OX=9606 GN=DYSF PE=1 SV=1,DYSF,-3.355925191
Q53EL6,Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,PDCD4,-3.359968477
Q7Z569,BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2,BRAP,-3.361517259
Q9Y5K6,CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1,CD2AP,-3.366290782
Q13309,S-phase kinase-associated protein 2 OS=Homo sapiens OX=9606 GN=SKP2 PE=1 SV=2,SKP2,-3.366481465
Q9BZD4,Kinetochore protein Nuf2 OS=Homo sapiens OX=9606 GN=NUF2 PE=1 SV=2,NUF2,-3.372462406
Q9BZ72,Membrane-associated phosphatidylinositol transfer protein 2 OS=Homo sapiens OX=9606 GN=PITPNM2 PE=1 SV=1,PITPNM2,-3.374332096
Q10567,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,AP1B1,-3.375355384
P36776,"Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2",LONP1,-3.383025923
Q9Y224,"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",C14orf166; RTRAF,-3.387826421
P05121,Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1,SERPINE1,-3.389092035
Q04837,"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",SSBP1,-3.39066058
P17535,Transcription factor jun-D OS=Homo sapiens OX=9606 GN=JUND PE=1 SV=3,JUND,-3.393505519
Q99519,Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1,NEU1,-3.39368181
Q9NVD7,Alpha-parvin OS=Homo sapiens OX=9606 GN=PARVA PE=1 SV=1,PARVA,-3.39669288
Q9UIU6,Homeobox protein SIX4 OS=Homo sapiens OX=9606 GN=SIX4 PE=1 SV=2,SIX4,-3.398338996
Q9UNI6,Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1,DUSP12,-3.404887101
Q15691,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,MAPRE1,-3.41015746
Q7Z2Z2,Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2,EFTUD1; EFL1,-3.41164437
Q9Y314,Nitric oxide synthase-interacting protein OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=1,NOSIP,-3.415674854
P63220,40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1,RPS21,-3.417643035
Q9BX46,RNA-binding protein 24 OS=Homo sapiens OX=9606 GN=RBM24 PE=1 SV=1,RBM24,-3.422282609
Q96I24,Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,FUBP3,-3.427346949
O95619,YEATS domain-containing protein 4 OS=Homo sapiens OX=9606 GN=YEATS4 PE=1 SV=1,YEATS4,-3.430984365
Q01105,Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3,SET,-3.437356206
Q5T7V8,RAB6-interacting golgin OS=Homo sapiens OX=9606 GN=GORAB PE=1 SV=2,,-3.437902649
Q8WWM7,Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2,ATXN2L,-3.438642788
Q9NUP9,Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1,LIN7C,-3.440070833
O75150,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens OX=9606 GN=RNF40 PE=1 SV=5,RNF40,-3.444163286
Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2,EHD1,-3.448257476
P19367,Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,HK1,-3.452372632
Q9Y6E2,Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1,BZW2,-3.452780123
P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2,STAT1,-3.453167622
O43813,Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1,LANCL1,-3.453695344
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",LRPPRC,-3.456190447
